Zoning,ParcelID,plu,ValueTotal,ValueLand,ValueBuilding,Use,geometry,OSMArea,ParcelArea,missing_valuation,missing_perc,taxCurrent,taxPotential
D-1-200,27208,019-0102-0615,385000.0,0.0,385000.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3718.1191921206205,0.009657452447066547,7168.08,69.22539173676877
D-1-200,27209,019-0102-0617,382800.0,0.0,382800.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3696.8727967370737,0.009657452447066546,7566.32,73.07137559928854
D-1-200,27210,019-0102-0815,385000.0,0.0,385000.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3718.1191921206205,0.009657452447066547,11943.56,115.34436274868612
D-1-200,27211,019-0102-0916,230500.0,0.0,230500.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2226.042789048839,0.009657452447066547,5047.0,48.74116250034486
D-1-200,27212,019-0102-PH1,1155100.0,0.0,1155100.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,11155.323321606567,0.009657452447066546,0.0,0.0
D-1-200,27213,019-0102-1007,363200.0,0.0,363200.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3507.5867287745696,0.009657452447066546,6652.16,64.24291887027819
D-1-200,27214,019-0102-1016,274400.0,0.0,274400.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2650.0049514750604,0.009657452447066546,4839.16,46.733957583746545
D-1-200,27215,019-0102-1113,406900.0,0.0,406900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3929.617400711378,0.009657452447066547,12894.0,124.52319185247606
D-1-200,27216,019-0102-1211,391200.0,0.0,391200.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3777.995397292433,0.009657452447066547,7874.12,76.04393946249564
D-1-200,27217,019-0102-1302,335400.0,0.0,335400.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3239.1095507461196,0.009657452447066546,5887.16,56.85496774827228
D-1-200,27218,019-0102-1313,406900.0,0.0,406900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3929.617400711378,0.009657452447066547,7738.52,74.73438891067342
D-1-200,27219,019-0102-1505,268700.0,0.0,268700.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2594.957472526781,0.009657452447066547,7888.68,76.18455197012493
D-1-200,27220,019-0102-1601,504900.0,0.0,504900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,4876.0477405239,0.009657452447066547,13161.72,127.10868502160471
D-1-200,27221,019-0102-1604,376200.0,0.0,376200.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3633.1336105864348,0.009657452447066546,6333.8,61.16837230923009
D-1-200,27222,019-0102-1613,406900.0,0.0,406900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3929.617400711378,0.009657452447066547,7738.52,74.73438891067342
D-1-200,27223,019-0102-1702,768800.0,0.0,768800.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,7424.649441304761,0.009657452447066547,19741.36,190.65124544042166
D-1-200,27224,019-0102-1803,553700.0,0.0,553700.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,5347.331419940747,0.009657452447066547,15011.08,144.9687912791117
D-1-200,27225,019-0102-C,1571900.0,0.0,1551900.0,Restaurant Condo,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,14987.400452602575,0.009534576278772551,0.0,0.0
D-1-200,27226,019-0102-0202,280600.0,0.0,280600.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2709.881156646873,0.009657452447066547,7881.32,76.11347312011452
D-1-200,27227,019-0102-0203,416400.0,0.0,416400.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,4021.36319895851,0.009657452447066547,7288.96,70.39278458857018
D-1-200,27228,019-0102-0213,406900.0,0.0,406900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3929.617400711378,0.009657452447066547,12894.0,124.52319185247606
D-1-200,27229,019-0102-0214,333900.0,0.0,333900.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3224.62337207552,0.009657452447066547,5876.84,56.75530283901857
D-1-200,27230,019-0102-0504,481300.0,0.0,481300.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,4648.131862773129,0.009657452447066547,13512.92,130.50038232101448
D-1-200,27231,019-0102-0606,276000.0,0.0,276000.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2665.4568753903673,0.009657452447066547,7751.16,74.85645910960434
D-1-200,27232,019-0102-0611,391200.0,0.0,391200.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3777.995397292433,0.009657452447066547,7874.12,76.04393946249564
D-1-200,27233,019-0102-0704,481300.0,0.0,481300.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,4648.131862773129,0.009657452447066547,8109.96,78.32155304761181
D-1-200,27234,019-0102-0705,268700.0,0.0,268700.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2594.957472526781,0.009657452447066547,4734.52,45.723401759685515
D-1-200,27235,019-0102-0912,365700.0,0.0,365700.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3531.730359892236,0.009657452447066546,6699.36,64.69875062577972
D-1-200,27236,019-0102-1011,391200.0,0.0,391200.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3777.995397292433,0.009657452447066547,7874.12,76.04393946249564
D-1-200,27237,019-0102-1216,254400.0,0.0,254400.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,2456.8559025337295,0.009657452447066547,4290.84,41.438583257971025
D-1-200,27238,019-0102-1307,363200.0,0.0,363200.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3507.5867287745696,0.009657452447066546,11083.96,107.0428166251877
D-1-200,27239,019-0102-1317,382800.0,0.0,382800.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3696.8727967370737,0.009657452447066546,7719.36,74.5493521217876
D-1-200,27240,019-0102-1402,335400.0,0.0,335400.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3239.1095507461196,0.009657452447066546,9809.28,94.73265513996093
D-1-200,27241,019-0102-1502,335400.0,0.0,335400.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,3239.1095507461196,0.009657452447066546,5887.16,56.85496774827228
D-1-200,27242,019-0102-1602,768800.0,0.0,768800.0,Condominium,"POLYGON ((-7949700.251398417 5135187.355570939, -7949698.314439276 5135185.712269522, -7949700.028759436 5135181.006453382, -7949700.329322061 5135176.763751294, -7949700.251398417 5135171.385680933, -7949699.661405115 5135168.472560748, -7949702.266281201 5135166.829262576, -7949712.574466047 5135176.016796897, -7949707.56508896 5135182.276276558, -7949706.674533036 5135181.753408168, -7949700.251398417 5135187.355570939))",82.23287707724216,8597.198653814814,7424.649441304761,0.009657452447066547,11848.04,114.42188289094234
