BUS_LIC_ID,LIC_NUMBER,DBA,EXPIRATION_DATE,PERMIT_DATE,LAST_FEE,PRIMARY_LICENSE,PRIMARY_LIC_DESC,PRIMARY_LIC_LEGAL,PRIMARY_LIC_PURPOSE,CITY_STATE,Amusement Center,Bingo,Employment Agency,Entertainment,Expansion of Premises,1-4 Extended Hours,Food Dispenser,Frozen Desserts,Junk Shop,Laundry/Dry Cleaning,Class A Liquor,Class B Limited Liquor,Class B Tavern,Class BV Food and Liquor,Class C Neighborhood Bar,Class D Social Club,Class E Pharmacy,Class ED Restaurant in certain areas of the city,Class F One day beer and wine,Class J Convention Center,Class RBH Hotel Room,BX Rider 2AM Closing,EDX Rider 2AM Closing,Class N Night Club,Class T Theatre,Mechanical Device,Motor Vehicle Repair,Parking,Pawnbroker,RevolSale,Second Hand Auto Sales,Second Hand Store,Petroleum Storage,Sunday/Holiday Sales,Tavern1,Tavern3,Tobacco,Valet,Yard Sale,LOCATION,ADDRESS,ZipCode,NOTES,Geolocation
84065,FD200503572,Shop and Go,31-Jan-2019 00:00:00,27-Jul-2018 00:00:00,320,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,84065,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,216 Union Ave,,,
89316,FD200503773,The Family Cake,31-Jan-2019 00:00:00,05-Sep-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,89316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,243 Manton Ave,"NEW
 - 9/5/2018 11:53:04 AM",,
75913,FD200503231,NEW METRO MART,31-Jan-2019 00:00:00,31-May-2018 00:00:00,320,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,75913,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,221 Thayer St,,,
69058,FD200502593,Dunkin Donuts,31-Jan-2019 00:00:00,13-Feb-2018 00:00:00,240,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,69058,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,552 Cranston St,"renewal
 - 2/13/2018 2:51:03 PM",,
86582,MV200500868,Roberto Auto Repair,01-Aug-2019 00:00:00,01-Aug-2018 00:00:00,200,MoVehRep,Motor Vehicle Repair,Motor Vehicle Repair Business,To repair vehicle at,86582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,611 Hartford Ave,"Renewal

 - 8/1/2018 3:48:21 PM",,
62420,SA200500798,Westminster Motors,01-May-2019 00:00:00,07-May-2018 00:00:00,100,SecHandAut,Dealer in Second Hand Automobile,Dealer in Second-Hand Automobiles,To buy and sell Second-Hand Automobiles at,62420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,550 Valley St,"Renewal
 - 5/7/2018 1:52:42 PM",,
81361,ED200500626,Nick-A-Nees,01-Dec-2019 00:00:00,14-Nov-2018 00:00:00,2720,LiquorED,"Intoxicating Beverages, Class ED","Retailers Intoxicating Beverages License, Class ED",To sell at retail Beverages and food at,81361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,75 South St,"Renewal 111839
Lwilson - 11/14/2018 11:56:06 AM",,
74792,SA200500854,Capitol City Auto Sales & Annex,01-May-2019 00:00:00,05-Jun-2018 00:00:00,100,SecHandAut,Dealer in Second Hand Automobile,Dealer in Second-Hand Automobiles,To buy and sell Second-Hand Automobiles at,74792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,240 Broad St,"Renewal
 - 6/5/2018 8:28:35 AM",,
87378,BV200501873,Providence Byblos Hookah Lounge,01-Dec-2019 00:00:00,07-Nov-2018 00:00:00,2820,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,87378,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,235 Meeting St,"1rst and 2nd floor - Renewal

bcarvalho - 11/7/2018 3:29:14 PM",,
87745,FD200503711,California Taco Shop,31-Jan-2019 00:00:00,23-Feb-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,87745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,94 Plain St,"New
 - 2/23/2018 12:34:15 PM",,
73206,FD200503157,Cafe La France,31-Jan-2019 00:00:00,12-Feb-2018 00:00:00,110,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,73206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,76 Westminster St,"RENEWAL

 - 2/12/2018 3:13:56 PM",,
83936,FD200503569,SAM'S FOOD STORE,31-Jan-2019 00:00:00,21-Feb-2018 00:00:00,340,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,83936,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,391 Douglas Ave,"Renewal
bcarvalho - 2/21/2018 10:35:56 AM",,
89386,FD200503775,Deluxe Nutrition,31-Jan-2019 00:00:00,17-Sep-2018 00:00:00,110,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,89386,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,684 Elmwood Ave,"NEW
 - 9/17/2018 10:28:18 AM",,
69657,FD200502917,Buono's Italian Bakery,31-Jan-2019 00:00:00,15-Feb-2018 00:00:00,200,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,69657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,559 Hartford Ave,"renewal
 - 2/15/2018 8:45:12 AM",,
87560,LY200500714,Providence Laundromat,01-Jul-2019 00:00:00,25-Jun-2018 00:00:00,165,Laundry,Laundry,Public Laundry License,To conduct laundry\cleaner at,87560,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,718 Plainfield St,"Renewal
bcarvalho - 6/25/2018 10:30:17 AM",,
81532,BV200501548,Wickenden Pub,01-Dec-2019 00:00:00,20-Nov-2018 00:00:00,2220,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,81532,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,320 Wickenden St,"Renewal 112317
Lwilson - 11/20/2018 1:06:35 PM",,
89785,ET200515214,,27-Jan-2019 00:00:00,28-Nov-2018 00:00:00,10,Entertain,Entertainment,Entertainment License,To have entertainment at,89785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100 Save The Bay Inc.,25 Dorrance St,"#21866 Raffle October 29, 2018- January 27, 2019
 - 11/28/2018 3:03:46 PM",,
88526,ET200514727,Point Street Dueling Pianos,31-May-2019 00:00:00,14-May-2018 00:00:00,200,Entertain,Entertainment,Entertainment License,To have entertainment at,88526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 Davol Square,3 Davol Sq,"Live Band on May 2,3,4,5,7,9,10,11,12,13,16,17,18,19,23,24,25,26,30,31, 2018
 - 5/14/2018 1:20:41 PM",,
81342,A0200500751,MADEIRA LIQUORS,01-Dec-2019 00:00:00,21-Nov-2018 00:00:00,1210,LiquorA,"Intoxicating Beverages, Class A","Retailer's License, Class A","To sell at retail in, in original packages and not to be consumed on the premises at",81342,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,174 Ives St,"Renewal-111080
sbodden - 11/21/2018 9:28:17 AM",,
69434,FD200502848,Sakura Restaurant,31-Jan-2019 00:00:00,15-Mar-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,69434,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,231 Wickenden St,"Renewal
bcarvalho - 3/15/2018 11:53:09 AM",,
88003,FD200503728,KNEAD Doughnuts,31-Jan-2019 00:00:00,25-Apr-2018 00:00:00,110,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,88003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,135 Elmgrove Ave,"New
bcarvalho - 4/25/2018 9:27:50 AM",,
21777,ET200500501,,07-Oct-2020 00:00:00,07-Oct-2016 00:00:00,10,Entertain,Entertainment,Entertainment License,To have entertainment at,21777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RWP Botanical Center,25 Dorrance St,"DJ on Jun 10, 2017
bcarvalho - 10/7/2016 10:58:21 AM",,
86964,ET200514244,Colosseum,27-Dec-2018 00:00:00,27-Dec-2017 00:00:00,150,Entertain,Entertainment,Entertainment License,To have entertainment at,86964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180 Pine Street,180 Pine St,"DJ/Live Music Dec 1 2 8 9 14 15 16 17 22 23 25 26 29 30 31 2017

astevens - 12/27/2017 1:30:10 PM",,
81738,BV200501684,PIZZA J,01-Dec-2019 00:00:00,27-Nov-2018 00:00:00,2620,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,81738,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,967 Westminster St,"Renewal 112507
Lwilson - 11/27/2018 2:09:01 PM",,
84550,LY200500696,ADMIRAL SUDS LAUNDRY,01-Jul-2019 00:00:00,20-Sep-2018 00:00:00,165,Laundry,Laundry,Public Laundry License,To conduct laundry\cleaner at,84550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,361 Admiral St,"renewal
 - 9/20/2018 11:24:26 AM",,
61293,SP200500624,HUDSON TERMINAL,14-Feb-2019 00:00:00,22-Feb-2018 00:00:00,2000,StoPetrol,"Storage, Petroleum Products",Storage of Petroleum Products,To store Petroleum Products at,61293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,29 Terminal Rd,"Renewal
bcarvalho - 2/22/2018 3:44:35 PM",,
81364,ED200500629,Uno Pizzeria & Grill,01-Dec-2019 00:00:00,16-Nov-2018 00:00:00,2720,LiquorED,"Intoxicating Beverages, Class ED","Retailers Intoxicating Beverages License, Class ED",To sell at retail Beverages and food at,81364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1 Providence Place Mal,"Renewal 111776

Lwilson - 11/16/2018 4:08:12 PM",,
75140,,EGO,29-Sep-2019 00:00:00,12-Sep-2013 00:00:00,120,Entertain,Entertainment,Entertainment License,To have entertainment at,75140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71 Richmond Street,73 Richmond St,"DJ entertainment for September 12 13 14 17 19 20 21 24  26 27 28 29
 - 9/12/2013 3:30:54 PM",,
78871,SH200500711,Elmwood Mattress,01-May-2019 00:00:00,30-Apr-2018 00:00:00,210,SecHandStore,Second Hand Stores,Second-Hand Store License,To buy and sell Second-Hand Goods at,78871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,105 Elmwood Ave,"Renewal
bcarvalho - 4/30/2018 10:29:21 AM",,
88832,F0200502642,RI Music & Arts Festival,01-Dec-2019 00:00:00,19-Jun-2018 00:00:00,120,LiquorFF,"Intoxicating Beverages, Class F","License to Intoxicating Beverages License, Class F",To sell/serve at retail Beverages at,88832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263 India Street,0 Various St,"RI Musical and Arts Festival September 14,15, 2018 11:00 AM to 10:00 PM Class F-Full Liquor and Band and Vendors
 - 8/31/2018 7:52:40 AM",,
69171,FD200502677,Haruki Express Ltd,31-Jan-2019 00:00:00,09-Jul-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,69171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,112 Waterman St,"Renewal
 - 7/9/2018 2:16:40 PM",,
81558,BV200501569,ZOOMA,01-Dec-2019 00:00:00,20-Nov-2018 00:00:00,2720,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,81558,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,245 Atwells Ave,"Renewal-113075
sbodden - 11/20/2018 11:49:57 AM",,
82022,FD200503490,PINE FOOD MARKET,31-Jan-2019 00:00:00,09-Feb-2018 00:00:00,320,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,82022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,465 Pine St,"
hkilkenny - 2/9/2018 1:18:05 PM
hkilkenny - 2/9/2018 1:18:26 PM",,
86619,FD200503660,REBELLE ARTISAN BAGELS,31-Jan-2019 00:00:00,21-Jun-2018 00:00:00,110,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,86619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,110 Doyle Ave,,,
89074,FD200503763,SS International Meat & Groceries,31-Jan-2019 00:00:00,30-Jul-2018 00:00:00,320,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,89074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,676 Cranston St,"From Sole Proprietorship to LLC - 96846

bcarvalho - 10/5/2018 8:52:01 AM",,
68594,BV200501175,THE OLD CANTEEN,01-Dec-2019 00:00:00,26-Nov-2018 00:00:00,2270,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,68594,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,120 Atwells Ave,"Renewal-112174
sbodden - 11/26/2018 11:03:27 AM",,
84961,FD200503605,La Popular Market,31-Jan-2019 00:00:00,08-Feb-2018 00:00:00,320,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,84961,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,58 Sterling Ave,"Renewal
bcarvalho - 2/8/2018 4:10:22 PM",,
86140,EA200500570,Robert  Half International  3800,01-May-2019 00:00:00,12-Jun-2018 00:00:00,110,EmplAgen,Employment Agency,Employment Agency License,To keep an Intelligence or Employment Office at,86140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,275 Promenade St,"renewal

 - 6/27/2018 2:18:36 PM",,
69360,FD200502807,Pizza Pie-er,31-Jan-2019 00:00:00,01-Feb-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,69360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,374 Wickenden St,"renewal
 - 2/1/2018 1:28:17 PM",,
70381,SA200500846,Allston Street Auto,01-May-2019 00:00:00,17-May-2017 00:00:00,200,SecHandAut,Dealer in Second Hand Automobile,Dealer in Second-Hand Automobiles,To buy and sell Second-Hand Automobiles at,70381,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,72 Allston St,"Renewal
bcarvalho - 6/14/2018 4:30:42 PM",,
89735,ET200515196,,23-Dec-2018 00:00:00,16-Nov-2018 00:00:00,350,Entertain,Entertainment,Entertainment License,To have entertainment at,89735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220 Weybosset Street,220 Weybosset St,"#115213 Various Shows and Events December 7,8,13,15,21,22,23,2018 at VariousTimes

 - 11/16/2018 11:19:25 AM",,
89011,FD200503757,Amy's Place,31-Jan-2019 00:00:00,19-Jul-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,89011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,214 Wickenden St,"New
bcarvalho - 7/19/2018 2:41:17 PM",,
72778,FD200503061,Subway #38113,31-Jan-2019 00:00:00,25-Jun-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,72778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,51 Silver Spring St,"renewal
 - 6/25/2018 11:54:19 AM",,
86310,SS200501383,Botannica Papa Boco,31-Dec-2018 00:00:00,20-Apr-2018 00:00:00,110,SundaySale,SundaySales,Holiday Sale License,To Sell Certain Articles on Holidays at,86310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,838 Admiral St,"RENEWAL
 - 4/20/2018 11:55:07 AM",,
89762,FD200503786,Dunkin Donuts,31-Jan-2019 00:00:00,21-Nov-2018 00:00:00,240,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,89762,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,579 Atwells Ave,"New 106613
Lwilson - 11/21/2018 2:37:38 PM",,
22148,SA200500568,North American Auto Sales,01-May-2019 00:00:00,07-May-2018 00:00:00,100,SecHandAut,Dealer in Second Hand Automobile,Dealer in Second-Hand Automobiles,To buy and sell Second-Hand Automobiles at,22148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,350 Silver Spring St,,,
87460,BV200501889,Ebisu,01-Dec-2019 00:00:00,13-Nov-2018 00:00:00,2220,LiquorBvic,"Beverages, Class B Victualling","Retailer's Intoxicating Beverages License, Class B-V",To sell at retail Beverages and food at,87460,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,38 Pontiac Ave,"Renewal-110908
sbodden - 11/13/2018 9:21:22 AM",,
81271,A0200500706,BOTTLES,01-Dec-2019 00:00:00,08-Nov-2018 00:00:00,1210,LiquorA,"Intoxicating Beverages, Class A","Retailer's License, Class A","To sell at retail in, in original packages and not to be consumed on the premises at",81271,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,141 Pitman St,"Renewal / Application # 111282
sbodden - 11/8/2018 12:10:51 PM",,
80612,FD200503421,PIZZA QUEEN,31-Jan-2019 00:00:00,17-May-2018 00:00:00,220,FoodDisp,Food Dispenser,Food Dispenser License,To dispense food,80612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,895 Smith St,,,
68685,SS200501165,Bath & Body Works #1378,31-Dec-2018 00:00:00,29-Dec-2017 00:00:00,110,SundaySale,SundaySales,Holiday Sale License,To Sell Certain Articles on Holidays at,68685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,10 Providence Place,"Renewal
bcarvalho - 12/29/2017 6:11:02 PM",,
